EIN,name
900843540,CODY ROUGE FAITH ALLIANCE
900854851,GARTH INSTITUTE FOR MUSIC RESEARCH AND PERFORMANCE
900896029,BETTER DAYS GLOBAL
900921828,PLAYGROUND BOYS INC
900922790,TOASTMASTERS INTERNATIONAL
900955438,NEW LIFE CHURCH OF DETROIT
900957097,THROUGH THESE EYES
900979328,MICHIGAN ASSOCIATION OF NEUROLOGICAL SURGEONS
900982420,DETROIT NORTH FOURSQUARE CHURCH
900992327,JESUS IS THE SOLUTION FOR DESTITUTION OUTREACH MINISTRY
901027660,GOVERNMENT DOCUMENTS ROUND TABLE OF MICHIGAN
901032441,OLIVIA LOVING HEARTS
911917741,TOP LADIES OF DISTINCTION INC
911973439,NATIONAL ASSOCIATION OF NEGRO BUSINESS AND PROFESSIONAL WOMENS C
911985266,OPTIMIST INTERNATIONAL
912026155,NEGRIN FOUNDATION
912031860,NON COMMISSIONED OFFICERS ASSOCIATION OF THE U S OF AMERICA
912119007,MCKEEN FOUNDATION 02033090722094
912141079,SIGMA GAMMA RHO SORORITY INC
912148129,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS O
912162488,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
916342710,WYLDE FAMILY FOUNDATION
920179263,LIFE CHURCH
942624689,BETA ALPHA PSI NATIONAL COUNCIL
942925108,TOASTMASTERS INTERNATIONAL
943032990,INSTITUTE FOR BLACK FAMILY DEVELOPMENT
943187804,FMT MORTGAGE INC A DELAWARE CORP
943462723,SUBJECT MATTERS
943485698,AFRICAN CARIBBEAN CHAMBER SERVICES
943488097,NEW TESTAMENT CHURCH OF GOD IN CHRIST
946087426,WINIFRED Y PHELPS TRUST
946113526,GERTRUDE E MARTIN TRUST
946347991,HENRY & LOUISE PARKER SCHOLARSHIP TRUST
946505556,JAMES B RICHARDSON TRUST 34-001160-0
954679221,JEAN AND LEWIS WOLFF FAMILY FOUNDATION
954718221,ZIMMERMANN-WOLFF FAMILY FOUNDATION
980376003,FAITHVILLE USA GOSPELCAST PRODUCTIONS
996073417,LECI PROPERTIES TR 100995
